
>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
BASHIRIAN, GERARD          3 F | BASHIRIAN, IRWIN          41 F | BASHIRIAN, JAMAR          65 M
BASHIRIAN, JARRED         20 M | BASHIRIAN, KALE           74 M | BASHIRIAN, KRISTINA       21 M
BASHIRIAN, LOMA          < 1 M | BASHIRIAN, MALLIE         50 M | BASHIRIAN, MEGHAN          6 F
BASHIRIAN, NORRIS         61 F | BASHIRIAN, OZELLA         11 M | BASHIRIAN, QUENTIN         5 M
BASHIRIAN, SHEILA         25 M | BASHIRIAN, SHEMAR         59 F | BASHIRIAN, SUZANNE        40 F
BASHIRIAN, VERNON          2 F | BATZ, ALANA               14 F | BATZ, ALIZE               79 M
BATZ, ALTA                78 M | BATZ, BEN                 12 M | BATZ, BETHEL               7 M
BATZ, CALI                48 F | BATZ, DALLAS              78 F | BATZ, DERECK              40 F
BATZ, DEVIN               19 M | BATZ, EMMA                45 M | BATZ, EVERT                6 F
BATZ, GARFIELD            17 F | BATZ, JARRETT             76 M | BATZ, JERRY               20 F
BATZ, JOVANI               9 M | BATZ, KATHERINE           14 M | BATZ, KELSIE              11 M
BATZ, LINWOOD             33 F | BATZ, MAC                  8 M | BATZ, MADELYNN             2 F
BATZ, MONROE              67 F | BATZ, MYRA                36 F | BATZ, NATHANAEL           13 F
BATZ, ORVAL               19 M | BATZ, PETRA                2 M | BATZ, RAHEEM              22 F
BATZ, REID                47 F | BATZ, ROXANE             < 1 F | BATZ, RYDER               72 M
BATZ, STANFORD            67 F | BATZ, STEFAN               7 F | BAUCH, ARVEL              14 F
BAUCH, ASHLEIGH           68 F | BAUCH, BETTY               2 M | BAUCH, BRANDY             61 M
BAUCH, DAVID              83 F | BAUCH, DELBERT            67 M | BAUCH, DELPHINE           64 M
BAUCH, ESTELLE            11 F | BAUCH, FELIPE             57 F | BAUCH, IVA                40 M
BAUCH, JAYLAN             65 F | BAUCH, LAVERN             44 M | BAUCH, NILS               58 F
BAUCH, PRUDENCE           18 F | BAUCH, RANDALL            17 M | BAUCH, RANDY              73 M
BAUCH, RODGER             69 M | BAUCH, ROSCOE             22 M | BAUCH, SAMMIE              6 M
BAUCH, SHAUN               5 F | BAUCH, TESSIE             48 M | BAUCH, TRAVON             22 M
BAUCH, TRINITY             3 M | BAUCH, UNIQUE             36 M | BAUCH, VILMA              80 M
BAUCH, ZION               25 F | BAUMBACH, ALLAN           81 M | BAUMBACH, ANGIE           18 M
BAUMBACH, CONNER           3 F | BAUMBACH, DARREL          56 F | BAUMBACH, DOYLE            8 M
BAUMBACH, ELLIOT          47 M | BAUMBACH, ELSIE           47 M | BAUMBACH, ELTA            18 M
BAUMBACH, ENOS            21 M | BAUMBACH, HAYLEE          62 M | BAUMBACH, ISABEL          88 M
BAUMBACH, JAKAYLA         12 F | BAUMBACH, JOEL            33 F | BAUMBACH, JOHN             1 M
BAUMBACH, JUDGE           41 M | BAUMBACH, JULES           20 M | BAUMBACH, KAYLA           28 F
BAUMBACH, LEILANI          2 F | BAUMBACH, MATILDA         61 F | BAUMBACH, RACHEL          24 F
BAUMBACH, REILLY          23 M | BAUMBACH, TAUREAN         68 F | BAUMBACH, TELLY           16 F
BAUMBACH, TERENCE         10 F | BAUMBACH, TREY            45 M | BAUMBACH, VERDA           45 F
BAUMBACH, WINSTON         66 M | BAUMBACH, YESSENIA         7 F | BAYER, ABNER              14 F
BAYER, ARNE               16 F | BAYER, ARVILLA             9 M | BAYER, AUDREY             79 M
BAYER, BLANCA             30 M | BAYER, CALLIE             14 M | BAYER, CAMILLE            83 M
BAYER, EASTON             92 M | BAYER, ELDA               52 M | BAYER, EVALYN             88 F
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE  3  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
BAYER, EVELINE             6 M | BAYER, FRIDA              28 M | BAYER, GERSON             59 M
BAYER, GINA               32 M | BAYER, HALLIE             32 F | BAYER, JAZMYNE            74 F
BAYER, JONATHAN            5 F | BAYER, JULIEN             71 F | BAYER, LEMPI              21 M
BAYER, MACKENZIE           1 M | BAYER, MAXWELL            86 F | BAYER, NATHANIAL         < 1 F
BAYER, ROMA               13 F | BAYER, ROSETTA           < 1 F | BAYER, ROSSIE             32 F
BAYER, SCOTTY             48 M | BAYER, SHANON              9 M | BAYER, TERRENCE           36 F
BEAHAN, ALVAH             35 F | BEAHAN, ANNE              60 M | BEAHAN, CALLIE             9 F
BEAHAN, CATHARINE         20 M | BEAHAN, CATHRYN            8 M | BEAHAN, CORNELIUS         17 F
BEAHAN, ELISE             10 M | BEAHAN, ELOUISE           51 F | BEAHAN, ELROY              9 M
BEAHAN, ESPERANZA         12 M | BEAHAN, FLOSSIE           24 F | BEAHAN, FREEMAN           23 F
BEAHAN, GEORGIANNA         2 M | BEAHAN, GEOVANNY          64 F | BEAHAN, HANNA             13 M
BEAHAN, JAZMIN            19 M | BEAHAN, JODIE             11 F | BEAHAN, KYLEIGH           63 F
BEAHAN, KYLER              9 F | BEAHAN, MARKUS             2 M | BEAHAN, MERCEDES           3 F
BEAHAN, MONTE             53 F | BEAHAN, SAUL              25 F | BEATTY, ALETHA           < 1 M
BEATTY, ALEXZANDER        23 M | BEATTY, ANDERSON           1 F | BEATTY, ARNO               3 M
BEATTY, ART               11 M | BEATTY, CHASITY            1 F | BEATTY, FERMIN            13 F
BEATTY, GISSELLE          25 F | BEATTY, GREGORIA          76 F | BEATTY, HOWELL            21 M
BEATTY, IDELLA            22 M | BEATTY, JACK              66 M | BEATTY, JOANNE             5 F
BEATTY, JOANY             30 F | BEATTY, JUSTUS             6 M | BEATTY, KELLI             14 M
BEATTY, LEANNE            45 M | BEATTY, LULU              30 M | BEATTY, MARLON            45 F
BEATTY, NAYELI             7 F | BEATTY, NELS              24 F | BEATTY, ROGELIO           78 M
BEATTY, RORY              77 F | BEATTY, SALVATORE         22 F | BEATTY, TRINITY           37 M
BECHTELAR, ALYSON         48 F | BECHTELAR, CAMREN         20 M | BECHTELAR, CLYDE          52 F
BECHTELAR, DELMER         41 F | BECHTELAR, DORCAS         14 F | BECHTELAR, DORIS          39 F
BECHTELAR, FAVIAN          4 M | BECHTELAR, HILDA          60 F | BECHTELAR, HOLLY          31 M
BECHTELAR, JAYDA          50 F | BECHTELAR, JOEY           65 F | BECHTELAR, KELLI          28 F
BECHTELAR, MABEL           7 F | BECHTELAR, MEAGAN         18 M | BECHTELAR, ORLANDO        72 F
BECHTELAR, TIA            11 F | BECHTELAR, TRAVON         18 F | BECKER, ADELE             22 F
BECKER, ALLAN             62 F | BECKER, CHAZ              28 F | BECKER, DULCE             60 F
BECKER, ERNESTINE         56 M | BECKER, ETHEL             17 F | BECKER, FLOSSIE            8 M
BECKER, GERDA             18 M | BECKER, GIOVANNI           9 M | BECKER, GLADYCE            5 F
BECKER, HADLEY            55 M | BECKER, JACINTO            3 M | BECKER, JOHANN             7 M
BECKER, KEIRA             61 F | BECKER, LOWELL             6 F | BECKER, LUCINDA           70 F
BECKER, MARIANNA          16 M | BECKER, MICAH             19 M | BECKER, MICHAELA          45 M
BECKER, MICHALE           67 F | BECKER, NEHA              28 M | BECKER, NOE               23 F
BECKER, SALVADOR          29 M | BECKER, SERENA            50 F | BECKER, SHEILA            14 M
BECKER, TYRA              36 M | BEDNAR, ABRAHAM           14 F | BEDNAR, AIYANA            22 F
BEDNAR, ARCHIBALD         73 M | BEDNAR, AYLA               3 M | BEDNAR, BERNARD            6 M
BEDNAR, CHANDLER           2 F | BEDNAR, DESIREE           61 M | BEDNAR, GEORGIANA         16 M
BEDNAR, IDA               52 F | BEDNAR, JUSTINA           55 M | BEDNAR, KALEY             14 M
BEDNAR, KATHLEEN         < 1 M | BEDNAR, LARRY             78 M | BEDNAR, LESTER            25 F
BEDNAR, LORENA             5 F | BEDNAR, NICHOLE           79 F | BEDNAR, SIMEON            12 M
BEDNAR, STACY             21 M | BEDNAR, TRISTIN           19 M | BEDNAR, VERLA            100 F
BEDNAR, WINONA            20 F | BEER, AMINA               12 F | BEER, EBBA                20 M
BEER, EMILIE              18 M | BEER, FRANCESCA           10 M | BEER, GLORIA              28 M
BEER, GUSTAVE             69 F | BEER, JEFFERY              1 F | BEER, JERRY               86 M
BEER, KAYLIE              15 M | BEER, KELLEN              47 M | BEER, LEONOR              72 F
BEER, LISA                76 F | BEER, MAJOR               52 F | BEER, MARCEL              49 M
BEER, MARLEN              77 M | BEER, NATALIE             19 M | BEER, PAIGE               42 M
BEER, TOBIN               57 M | BEER, VANCE               34 F | BEIER, ABBEY              83 F
BEIER, BELL               52 F | BEIER, CHARLIE            15 M | BEIER, DENIS              13 M
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE  4  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
BEIER, DORRIS             70 F | BEIER, EDYTH              64 F | BEIER, GENERAL             9 F
BEIER, GLENNA              5 M | BEIER, HARRISON           42 M | BEIER, JANIYA             20 F
BEIER, JAVON              22 M | BEIER, JUANA              11 F | BEIER, JUNIUS             64 M
BEIER, KAROLANN            5 M | BEIER, MATILDE            91 F | BEIER, MAXIMILLIA         35 M
BEIER, MICHAELA           10 M | BEIER, MOLLIE             34 F | BEIER, PAYTON             14 F
BEIER, RANDY              16 M | BERGE, DALLAS             71 F | BERGE, DEONTE             88 M
BERGE, ELI                27 M | BERGE, GARNETT            57 M | BERGE, GENNARO            40 M
BERGE, HOLLY              15 F | BERGE, JAIRO              70 M | BERGE, JESSY              41 F
BERGE, MAIA                6 M | BERGE, MALCOLM             3 F | BERGE, MORTIMER           44 F
BERGE, MURL                8 F | BERGE, RAINA              51 M | BERGE, RICHMOND           12 M
BERGE, TERESA             90 M | BERGE, THEO               23 M | BERGE, VALLIE             58 M
BERGE, VELDA              74 M | BERGE, WILLIE             71 F | BERGNAUM, AHMED           20 M
BERGNAUM, ALANA           22 M | BERGNAUM, ALDEN            6 M | BERGNAUM, ALEX            47 F
BERGNAUM, ALVERA          37 M | BERGNAUM, ANTONIETT       60 M | BERGNAUM, BEULAH          35 F
BERGNAUM, BRUCE           23 M | BERGNAUM, CALEB           68 F | BERGNAUM, CATHERINE       53 F
BERGNAUM, COLE            79 M | BERGNAUM, DEANGELO        41 F | BERGNAUM, DEJAH           32 F
BERGNAUM, DENIS           60 M | BERGNAUM, DESIREE         21 M | BERGNAUM, ESPERANZA       18 F
BERGNAUM, FEDERICO        19 M | BERGNAUM, HERTA           80 M | BERGNAUM, ISAI            35 F
BERGNAUM, JOHNATHAN       25 M | BERGNAUM, KAMRYN          74 M | BERGNAUM, KRYSTEL         34 F
BERGNAUM, LAURIANE        24 M | BERGNAUM, MARIANO         10 F | BERGNAUM, NYASIA          25 F
BERGNAUM, OMA             48 F | BERGNAUM, ORVAL            3 F | BERGNAUM, RUTHE           18 M
BERGNAUM, SONYA            3 M | BERGNAUM, TAVARES         71 M | BERGNAUM, WALDO           40 M
BERGSTROM, ALFONSO        40 M | BERGSTROM, ALLAN          16 M | BERGSTROM, AMAYA          21 M
BERGSTROM, ANDREW          3 M | BERGSTROM, CHRISTEL       13 M | BERGSTROM, DELTA          37 F
BERGSTROM, DESTINY        19 M | BERGSTROM, DESTINY        25 M | BERGSTROM, ELFRIEDA       66 F
BERGSTROM, ERIK           34 M | BERGSTROM, FANNY          10 M | BERGSTROM, JASON           1 M
BERGSTROM, JOE            48 F | BERGSTROM, JOELLE          4 F | BERGSTROM, KARIANNE       23 F
BERGSTROM, KELLEN         16 F | BERGSTROM, KITTY          40 F | BERGSTROM, LAZARO         57 M
BERGSTROM, MUHAMMAD        7 M | BERGSTROM, OVA            53 M | BERGSTROM, PAT            23 F
BERGSTROM, PATIENCE       65 F | BERGSTROM, RALEIGH         5 F | BERGSTROM, REBEKAH        40 M
BERGSTROM, SAVANAH        44 F | BERGSTROM, THALIA         17 F | BERGSTROM, TRINITY         5 F
BERNHARD, ALISON          50 M | BERNHARD, ANGUS            3 M | BERNHARD, CAROLYNE        29 M
BERNHARD, DANIELA         49 F | BERNHARD, DEJAH           15 F | BERNHARD, DERECK          20 F
BERNHARD, DORCAS          68 M | BERNHARD, ETHYL           63 M | BERNHARD, FELICIA          7 M
BERNHARD, FREDDIE          4 M | BERNHARD, GIUSEPPE        76 F | BERNHARD, GUILLERMO        1 F
BERNHARD, HAILIE          88 M | BERNHARD, JERALD          55 M | BERNHARD, LERA            78 M
BERNHARD, LILY            19 M | BERNHARD, LOUIE           25 F | BERNHARD, LUDWIG          86 F
BERNHARD, MANUELA         23 F | BERNHARD, MARGARETT        7 M | BERNHARD, MARILIE         20 M
BERNHARD, MAYNARD         88 M | BERNHARD, MICHEAL         14 F | BERNHARD, NAT             24 M
BERNHARD, SHAYNA          16 M | BERNHARD, SHEA            13 M | BERNHARD, STEFAN           2 M
BERNHARD, VINNIE          70 M | BERNIER, ALBINA           12 F | BERNIER, DEJUAN           22 F
BERNIER, DESTINEE         41 M | BERNIER, DONAVON          65 F | BERNIER, DORCAS           11 M
BERNIER, ENOLA            66 F | BERNIER, ERIBERTO          4 F | BERNIER, IVA              41 M
BERNIER, KARSON           72 F | BERNIER, KRIS             65 F | BERNIER, LEO              73 F
BERNIER, LUCIANO          20 M | BERNIER, LUCILE           97 M | BERNIER, ODA               2 F
BERNIER, RIVER            47 F | BERNIER, SUMMER           22 F | BERNIER, TIMMY            23 F
BERNIER, TOMASA           39 M | BERNIER, VALENTIN         82 M | BERNIER, VICKY            23 M
BERNIER, XAVIER           13 M | BINS, ADOLPHUS            80 F | BINS, AKEEM               16 M
BINS, ALAYNA              25 M | BINS, ASA                 36 F | BINS, BRIAN               20 F
BINS, CYNTHIA             19 F | BINS, DONNIE              20 M | BINS, EDEN                61 F
BINS, HELOISE             69 M | BINS, JOSEPH              71 M | BINS, KILEY               11 M
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE  5  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
BINS, LYDIA               53 F | BINS, NAKIA               70 M | BINS, PANSY               32 F
BINS, RALEIGH             23 F | BINS, ROSALIA             14 F | BINS, SAVION              59 F
BINS, SHANIA              29 M | BINS, TIANA               18 M | BINS, VICKY               21 M
BLANDA, ADALINE           13 F | BLANDA, AIDA              79 F | BLANDA, AMIE              12 M
BLANDA, ARMAND            33 F | BLANDA, BRANDYN           25 M | BLANDA, DARIO              7 F
